Order ID,Date,Customer ID,Product ID,Product Name,Category,Quantity,Price per Unit,Total Sale Amount,Payment Method,Payment Status,Country,Continent
4006,10/25/2023,Cust-394,3002,Headphones,Accessories,5,50,250,Credit Card,Failed,Canada,North America
4007,4/29/2023,Cust-857,3004,Tablet,Electronics,1,300,300,PayPal,Pending,Japan,Asia
4008,3/11/2023,Cust-580,3004,Tablet,Electronics,1,300,300,Bank Transfer,Completed,Canada,North America
4009,12/12/2023,Cust-904,3002,Headphones,Accessories,1,50,50,Credit Card,Completed,Australia,Australia
4010,10/13/2023,Cust-438,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,Canada,North America
4011,3/2/2023,Cust-91,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Completed,USA,North America
4012,3/7/2023,Cust-845,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,Australia,Australia
4013,12/17/2023,Cust-44,3002,Headphones,Accessories,2,50,100,PayPal,Pending,Japan,Asia
4014,5/12/2023,Cust-8,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Failed,France,Europe
4015,12/19/2023,Cust-598,3002,Headphones,Accessories,4,50,200,PayPal,Failed,South Africa,Africa
4016,6/6/2023,Cust-883,3005,Smartwatch,Accessories,2,200,400,Credit Card,Failed,Japan,Asia
4017,1/11/2023,Cust-166,3002,Headphones,Accessories,5,50,250,Bank Transfer,Completed,UK,Europe
4018,4/9/2023,Cust-294,3003,Smartphone,Electronics,1,700,700,PayPal,Pending,UK,Europe
4019,2/10/2023,Cust-421,3004,Tablet,Electronics,1,300,300,Bank Transfer,Pending,UK,Europe
4020,5/20/2023,Cust-386,3002,Headphones,Accessories,1,50,50,Bank Transfer,Failed,Brazil,South America
4021,6/7/2023,Cust-131,3003,Smartphone,Electronics,1,700,700,Credit Card,Pending,South Africa,Africa
4022,4/28/2023,Cust-453,3002,Headphones,Accessories,5,50,250,PayPal,Pending,Japan,Asia
4023,11/27/2023,Cust-832,3004,Tablet,Electronics,3,300,900,Credit Card,Completed,Japan,Asia
4024,7/18/2023,Cust-866,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Pending,Germany,Europe
4025,1/3/2023,Cust-843,3004,Tablet,Electronics,1,300,300,PayPal,Pending,UK,Europe
4026,12/23/2023,Cust-53,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Completed,Canada,North America
4027,10/17/2023,Cust-33,3002,Headphones,Accessories,1,50,50,PayPal,Completed,Germany,Europe
4028,1/5/2023,Cust-941,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,Canada,North America
4029,3/29/2023,Cust-631,3003,Smartphone,Electronics,5,700,3500,Credit Card,Completed,USA,North America
4030,4/21/2023,Cust-118,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,USA,North America
4031,6/5/2023,Cust-204,3002,Headphones,Accessories,4,50,200,Bank Transfer,Pending,South Africa,Africa
4032,5/19/2023,Cust-143,3004,Tablet,Electronics,3,300,900,Credit Card,Pending,Japan,Asia
4033,1/17/2023,Cust-836,3004,Tablet,Electronics,3,300,900,Credit Card,Pending,South Africa,Africa
4034,7/24/2023,Cust-531,3001,Laptop,Electronics,1,1000,1000,PayPal,Pending,South Africa,Africa
4035,9/22/2023,Cust-963,3004,Tablet,Electronics,4,300,1200,PayPal,Completed,USA,North America
4036,9/12/2023,Cust-403,3004,Tablet,Electronics,3,300,900,Credit Card,Completed,Canada,North America
4037,1/7/2023,Cust-102,3004,Tablet,Electronics,1,300,300,Bank Transfer,Completed,France,Europe
4038,10/12/2023,Cust-801,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Pending,UK,Europe
4039,8/15/2023,Cust-260,3002,Headphones,Accessories,1,50,50,Bank Transfer,Completed,South Africa,Africa
4040,7/7/2023,Cust-386,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,Brazil,South America
4041,3/4/2023,Cust-312,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,Japan,Asia
4042,4/3/2023,Cust-668,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,Canada,North America
4043,3/9/2023,Cust-465,3003,Smartphone,Electronics,2,700,1400,PayPal,Failed,South Africa,Africa
4044,12/14/2023,Cust-872,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,South Africa,Africa
4045,3/5/2023,Cust-618,3004,Tablet,Electronics,2,300,600,Credit Card,Failed,UK,Europe
4046,8/2/2023,Cust-935,3002,Headphones,Accessories,4,50,200,Credit Card,Failed,India,Asia
4047,8/27/2023,Cust-169,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,UK,Europe
4048,2/17/2023,Cust-333,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,Australia,Australia
4049,1/26/2023,Cust-108,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Failed,UK,Europe
4050,5/24/2023,Cust-98,3002,Headphones,Accessories,4,50,200,PayPal,Pending,Germany,Europe
4051,12/12/2023,Cust-485,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,Australia,Australia
4052,9/21/2023,Cust-102,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,Germany,Europe
4053,8/4/2023,Cust-257,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,India,Asia
4054,10/26/2023,Cust-446,3003,Smartphone,Electronics,4,700,2800,Credit Card,Completed,India,Asia
4055,11/12/2023,Cust-805,3002,Headphones,Accessories,2,50,100,Credit Card,Completed,Australia,Australia
4056,5/28/2023,Cust-813,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Pending,Germany,Europe
4057,12/14/2023,Cust-637,3003,Smartphone,Electronics,4,700,2800,Credit Card,Failed,UK,Europe
4058,5/1/2023,Cust-543,3001,Laptop,Electronics,4,1000,4000,PayPal,Pending,France,Europe
4059,5/7/2023,Cust-891,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Completed,Canada,North America
4060,4/20/2023,Cust-564,3002,Headphones,Accessories,1,50,50,PayPal,Pending,Australia,Australia
4061,1/11/2023,Cust-221,3002,Headphones,Accessories,4,50,200,Bank Transfer,Pending,South Africa,Africa
4062,10/24/2023,Cust-187,3005,Smartwatch,Accessories,4,200,800,Credit Card,Failed,South Africa,Africa
4063,12/11/2023,Cust-468,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Completed,France,Europe
4064,1/2/2023,Cust-736,3001,Laptop,Electronics,3,1000,3000,Credit Card,Failed,Canada,North America
4065,2/25/2023,Cust-727,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Failed,Canada,North America
4066,10/15/2023,Cust-265,3002,Headphones,Accessories,2,50,100,PayPal,Pending,Japan,Asia
4067,4/28/2023,Cust-525,3002,Headphones,Accessories,3,50,150,PayPal,Failed,Japan,Asia
4068,6/19/2023,Cust-965,3003,Smartphone,Electronics,4,700,2800,PayPal,Completed,Canada,North America
4069,8/21/2023,Cust-930,3004,Tablet,Electronics,4,300,1200,PayPal,Completed,France,Europe
4070,10/13/2023,Cust-732,3002,Headphones,Accessories,1,50,50,Credit Card,Pending,India,Asia
4071,6/29/2023,Cust-819,3001,Laptop,Electronics,2,1000,2000,Credit Card,Pending,South Africa,Africa
4072,8/10/2023,Cust-141,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,India,Asia
4073,8/7/2023,Cust-934,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Failed,South Africa,Africa
4074,6/7/2023,Cust-681,3002,Headphones,Accessories,5,50,250,Bank Transfer,Pending,Japan,Asia
4075,7/29/2023,Cust-134,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Completed,India,Asia
4076,11/9/2023,Cust-216,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,Australia,Australia
4077,1/15/2023,Cust-203,3004,Tablet,Electronics,3,300,900,PayPal,Completed,USA,North America
4078,1/28/2023,Cust-274,3004,Tablet,Electronics,2,300,600,Bank Transfer,Failed,UK,Europe
4079,8/15/2023,Cust-310,3005,Smartwatch,Accessories,3,200,600,PayPal,Failed,Australia,Australia
4080,7/13/2023,Cust-662,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,Australia,Australia
4081,7/27/2023,Cust-296,3002,Headphones,Accessories,3,50,150,PayPal,Pending,France,Europe
4082,9/15/2023,Cust-634,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,France,Europe
4083,6/27/2023,Cust-542,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Completed,Australia,Australia
4084,6/29/2023,Cust-354,3002,Headphones,Accessories,5,50,250,PayPal,Pending,Brazil,South America
4085,11/8/2023,Cust-45,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Pending,South Africa,Africa
4086,7/28/2023,Cust-135,3001,Laptop,Electronics,1,1000,1000,PayPal,Completed,Canada,North America
4087,5/5/2023,Cust-214,3004,Tablet,Electronics,2,300,600,Bank Transfer,Failed,France,Europe
4088,11/25/2023,Cust-321,3004,Tablet,Electronics,1,300,300,Credit Card,Failed,Germany,Europe
4089,6/13/2023,Cust-767,3002,Headphones,Accessories,2,50,100,Credit Card,Completed,Australia,Australia
4090,5/16/2023,Cust-770,3005,Smartwatch,Accessories,4,200,800,PayPal,Pending,Canada,North America
4091,10/25/2023,Cust-941,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Pending,Canada,North America
4092,10/26/2023,Cust-930,3002,Headphones,Accessories,3,50,150,Credit Card,Failed,Brazil,South America
4093,2/19/2023,Cust-522,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Failed,Brazil,South America
4094,11/24/2023,Cust-802,3002,Headphones,Accessories,5,50,250,Credit Card,Failed,Japan,Asia
4095,10/14/2023,Cust-598,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,Brazil,South America
4096,8/22/2023,Cust-520,3004,Tablet,Electronics,4,300,1200,Credit Card,Pending,Brazil,South America
4097,8/4/2023,Cust-662,3002,Headphones,Accessories,4,50,200,Credit Card,Pending,Japan,Asia
4098,8/20/2023,Cust-545,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Completed,South Africa,Africa
4099,8/23/2023,Cust-776,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Completed,UK,Europe
4100,8/7/2023,Cust-433,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,France,Europe
4101,1/30/2023,Cust-892,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Failed,India,Asia
4102,5/31/2023,Cust-80,3004,Tablet,Electronics,5,300,1500,PayPal,Failed,France,Europe
4103,9/27/2023,Cust-982,3002,Headphones,Accessories,2,50,100,PayPal,Failed,UK,Europe
4104,2/21/2023,Cust-883,3001,Laptop,Electronics,4,1000,4000,Credit Card,Pending,Japan,Asia
4105,10/1/2023,Cust-364,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,Australia,Australia
4106,11/27/2023,Cust-675,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Completed,Australia,Australia
4107,7/6/2023,Cust-715,3002,Headphones,Accessories,5,50,250,Credit Card,Failed,Germany,Europe
4108,8/22/2023,Cust-686,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,Australia,Australia
4109,11/16/2023,Cust-607,3002,Headphones,Accessories,4,50,200,Bank Transfer,Failed,India,Asia
4110,5/1/2023,Cust-630,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,USA,North America
4111,6/15/2023,Cust-696,3003,Smartphone,Electronics,2,700,1400,Credit Card,Completed,UK,Europe
4112,10/12/2023,Cust-567,3002,Headphones,Accessories,1,50,50,PayPal,Pending,India,Asia
4113,8/20/2023,Cust-825,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,India,Asia
4114,12/9/2023,Cust-871,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,France,Europe
4115,1/16/2023,Cust-161,3003,Smartphone,Electronics,4,700,2800,Credit Card,Pending,India,Asia
4116,2/17/2023,Cust-305,3002,Headphones,Accessories,2,50,100,Bank Transfer,Failed,France,Europe
4117,1/11/2023,Cust-232,3002,Headphones,Accessories,2,50,100,PayPal,Completed,Australia,Australia
4118,11/20/2023,Cust-911,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Pending,India,Asia
4119,1/26/2023,Cust-545,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,South Africa,Africa
4120,4/16/2023,Cust-681,3004,Tablet,Electronics,4,300,1200,Credit Card,Pending,Germany,Europe
4121,4/18/2023,Cust-224,3003,Smartphone,Electronics,2,700,1400,Credit Card,Completed,Canada,North America
4122,2/1/2023,Cust-236,3004,Tablet,Electronics,1,300,300,Credit Card,Failed,India,Asia
4123,3/8/2023,Cust-190,3005,Smartwatch,Accessories,2,200,400,PayPal,Completed,USA,North America
4124,5/21/2023,Cust-933,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,Australia,Australia
4125,7/15/2023,Cust-756,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Completed,Germany,Europe
4126,5/18/2023,Cust-702,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,Japan,Asia
4127,1/27/2023,Cust-466,3002,Headphones,Accessories,2,50,100,Bank Transfer,Failed,Brazil,South America
4128,1/21/2023,Cust-186,3001,Laptop,Electronics,5,1000,5000,PayPal,Pending,Canada,North America
4129,11/26/2023,Cust-326,3005,Smartwatch,Accessories,1,200,200,Credit Card,Failed,South Africa,Africa
4130,10/9/2023,Cust-341,3003,Smartphone,Electronics,5,700,3500,Credit Card,Failed,UK,Europe
4131,5/9/2023,Cust-682,3001,Laptop,Electronics,4,1000,4000,PayPal,Completed,Canada,North America
4132,6/24/2023,Cust-791,3004,Tablet,Electronics,2,300,600,PayPal,Pending,France,Europe
4133,3/19/2023,Cust-409,3004,Tablet,Electronics,4,300,1200,PayPal,Failed,South Africa,Africa
4134,3/10/2023,Cust-725,3002,Headphones,Accessories,3,50,150,Credit Card,Pending,Germany,Europe
4135,1/26/2023,Cust-764,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,Canada,North America
4136,10/6/2023,Cust-900,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Completed,India,Asia
4137,4/9/2023,Cust-813,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,India,Asia
4138,7/3/2023,Cust-269,3001,Laptop,Electronics,5,1000,5000,Credit Card,Failed,Australia,Australia
4139,5/22/2023,Cust-58,3003,Smartphone,Electronics,3,700,2100,PayPal,Failed,UK,Europe
4140,7/9/2023,Cust-8,3004,Tablet,Electronics,2,300,600,Bank Transfer,Completed,Germany,Europe
4141,5/24/2023,Cust-189,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,Germany,Europe
4142,2/17/2023,Cust-719,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,USA,North America
4143,9/11/2023,Cust-553,3002,Headphones,Accessories,4,50,200,Credit Card,Pending,India,Asia
4144,8/11/2023,Cust-124,3004,Tablet,Electronics,1,300,300,PayPal,Pending,USA,North America
4145,12/11/2023,Cust-523,3003,Smartphone,Electronics,3,700,2100,Credit Card,Completed,UK,Europe
4146,7/6/2023,Cust-68,3003,Smartphone,Electronics,5,700,3500,Credit Card,Completed,Japan,Asia
4147,4/29/2023,Cust-897,3003,Smartphone,Electronics,4,700,2800,Credit Card,Completed,India,Asia
4148,3/4/2023,Cust-458,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Failed,Germany,Europe
4149,7/10/2023,Cust-443,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,India,Asia
4150,2/20/2023,Cust-795,3003,Smartphone,Electronics,3,700,2100,PayPal,Pending,Japan,Asia
4151,4/22/2023,Cust-16,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,UK,Europe
4152,11/25/2023,Cust-523,3001,Laptop,Electronics,4,1000,4000,Credit Card,Completed,UK,Europe
4153,1/6/2023,Cust-775,3001,Laptop,Electronics,2,1000,2000,Credit Card,Completed,India,Asia
4154,1/10/2023,Cust-969,3005,Smartwatch,Accessories,4,200,800,Credit Card,Pending,UK,Europe
4155,1/1/2023,Cust-539,3001,Laptop,Electronics,5,1000,5000,PayPal,Completed,France,Europe
4156,6/4/2023,Cust-443,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Failed,Germany,Europe
4157,4/11/2023,Cust-786,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,Brazil,South America
4158,4/27/2023,Cust-511,3002,Headphones,Accessories,5,50,250,Credit Card,Failed,UK,Europe
4159,12/5/2023,Cust-58,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Completed,Australia,Australia
4160,6/4/2023,Cust-29,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Failed,USA,North America
4161,12/9/2023,Cust-281,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Failed,Brazil,South America
4162,8/17/2023,Cust-126,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,Germany,Europe
4163,6/13/2023,Cust-741,3003,Smartphone,Electronics,3,700,2100,PayPal,Pending,France,Europe
4164,12/22/2023,Cust-219,3002,Headphones,Accessories,5,50,250,Bank Transfer,Pending,Canada,North America
4165,6/19/2023,Cust-281,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Pending,India,Asia
4166,6/14/2023,Cust-103,3004,Tablet,Electronics,3,300,900,Bank Transfer,Completed,Brazil,South America
4167,4/9/2023,Cust-816,3002,Headphones,Accessories,1,50,50,PayPal,Failed,UK,Europe
4168,3/13/2023,Cust-21,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Failed,France,Europe
4169,5/17/2023,Cust-440,3004,Tablet,Electronics,1,300,300,PayPal,Failed,India,Asia
4170,4/18/2023,Cust-388,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Failed,USA,North America
4171,5/24/2023,Cust-991,3003,Smartphone,Electronics,3,700,2100,PayPal,Pending,USA,North America
4172,4/27/2023,Cust-428,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Completed,UK,Europe
4173,11/14/2023,Cust-140,3003,Smartphone,Electronics,3,700,2100,Credit Card,Completed,South Africa,Africa
4174,6/28/2023,Cust-317,3005,Smartwatch,Accessories,1,200,200,Credit Card,Failed,Brazil,South America
4175,12/24/2023,Cust-959,3004,Tablet,Electronics,2,300,600,Credit Card,Pending,Australia,Australia
4176,3/17/2023,Cust-146,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,Canada,North America
4177,11/9/2023,Cust-705,3002,Headphones,Accessories,3,50,150,Credit Card,Failed,USA,North America
4178,12/16/2023,Cust-831,3005,Smartwatch,Accessories,3,200,600,PayPal,Pending,Germany,Europe
4179,9/12/2023,Cust-395,3003,Smartphone,Electronics,2,700,1400,Credit Card,Completed,UK,Europe
4180,2/20/2023,Cust-874,3005,Smartwatch,Accessories,4,200,800,Credit Card,Failed,Brazil,South America
4181,5/18/2023,Cust-516,3002,Headphones,Accessories,5,50,250,Credit Card,Pending,Brazil,South America
4182,2/7/2023,Cust-69,3004,Tablet,Electronics,2,300,600,Credit Card,Pending,South Africa,Africa
4183,11/24/2023,Cust-537,3001,Laptop,Electronics,4,1000,4000,Credit Card,Pending,Canada,North America
4184,5/8/2023,Cust-464,3003,Smartphone,Electronics,3,700,2100,Credit Card,Pending,Japan,Asia
4185,4/10/2023,Cust-305,3004,Tablet,Electronics,1,300,300,PayPal,Pending,USA,North America
4186,8/24/2023,Cust-877,3004,Tablet,Electronics,1,300,300,Credit Card,Failed,India,Asia
4187,11/11/2023,Cust-992,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,France,Europe
4188,9/24/2023,Cust-93,3005,Smartwatch,Accessories,2,200,400,PayPal,Pending,UK,Europe
4189,7/8/2023,Cust-505,3005,Smartwatch,Accessories,2,200,400,PayPal,Failed,Japan,Asia
4190,6/23/2023,Cust-216,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,France,Europe
4191,3/31/2023,Cust-785,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,South Africa,Africa
4192,3/31/2023,Cust-796,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Failed,UK,Europe
4193,9/2/2023,Cust-787,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,France,Europe
4194,7/31/2023,Cust-880,3001,Laptop,Electronics,3,1000,3000,PayPal,Completed,France,Europe
4195,9/19/2023,Cust-493,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,USA,North America
4196,12/26/2023,Cust-871,3002,Headphones,Accessories,1,50,50,Credit Card,Completed,France,Europe
4197,5/6/2023,Cust-132,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,Brazil,South America
4198,7/30/2023,Cust-937,3002,Headphones,Accessories,1,50,50,Credit Card,Failed,USA,North America
4199,3/11/2023,Cust-70,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Completed,USA,North America
4200,11/16/2023,Cust-103,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,USA,North America
4201,7/23/2023,Cust-189,3001,Laptop,Electronics,5,1000,5000,Credit Card,Pending,France,Europe
4202,10/5/2023,Cust-718,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,Japan,Asia
4203,12/17/2023,Cust-991,3002,Headphones,Accessories,4,50,200,PayPal,Failed,Canada,North America
4204,11/1/2023,Cust-800,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,Australia,Australia
4205,7/5/2023,Cust-190,3002,Headphones,Accessories,3,50,150,PayPal,Completed,UK,Europe
4206,6/18/2023,Cust-806,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Completed,Germany,Europe
4207,3/25/2023,Cust-393,3004,Tablet,Electronics,1,300,300,Bank Transfer,Pending,Brazil,South America
4208,9/4/2023,Cust-10,3004,Tablet,Electronics,5,300,1500,PayPal,Pending,France,Europe
4209,12/8/2023,Cust-468,3001,Laptop,Electronics,3,1000,3000,Credit Card,Completed,India,Asia
4210,12/17/2023,Cust-319,3002,Headphones,Accessories,2,50,100,Credit Card,Pending,Canada,North America
4211,8/4/2023,Cust-171,3005,Smartwatch,Accessories,3,200,600,Credit Card,Failed,Brazil,South America
4212,7/23/2023,Cust-565,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,Canada,North America
4213,10/25/2023,Cust-534,3005,Smartwatch,Accessories,2,200,400,PayPal,Pending,South Africa,Africa
4214,2/16/2023,Cust-277,3002,Headphones,Accessories,2,50,100,PayPal,Failed,France,Europe
4215,11/3/2023,Cust-106,3004,Tablet,Electronics,3,300,900,PayPal,Failed,South Africa,Africa
4216,8/22/2023,Cust-115,3004,Tablet,Electronics,3,300,900,Bank Transfer,Failed,Brazil,South America
4217,12/10/2023,Cust-634,3005,Smartwatch,Accessories,1,200,200,Credit Card,Pending,India,Asia
4218,1/4/2023,Cust-612,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Completed,USA,North America
4219,1/15/2023,Cust-883,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,Brazil,South America
4220,9/7/2023,Cust-535,3001,Laptop,Electronics,4,1000,4000,PayPal,Completed,Brazil,South America
4221,6/27/2023,Cust-883,3002,Headphones,Accessories,1,50,50,Credit Card,Pending,Australia,Australia
4222,2/5/2023,Cust-490,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,India,Asia
4223,4/26/2023,Cust-88,3003,Smartphone,Electronics,1,700,700,PayPal,Completed,South Africa,Africa
4224,10/3/2023,Cust-887,3004,Tablet,Electronics,3,300,900,Bank Transfer,Failed,Canada,North America
4225,5/7/2023,Cust-353,3004,Tablet,Electronics,2,300,600,Credit Card,Pending,India,Asia
4226,4/4/2023,Cust-938,3002,Headphones,Accessories,5,50,250,Bank Transfer,Completed,Germany,Europe
4227,6/24/2023,Cust-722,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,Japan,Asia
4228,6/28/2023,Cust-873,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Pending,France,Europe
4229,2/8/2023,Cust-740,3001,Laptop,Electronics,1,1000,1000,Credit Card,Pending,France,Europe
4230,3/13/2023,Cust-951,3004,Tablet,Electronics,2,300,600,PayPal,Failed,Canada,North America
4231,6/9/2023,Cust-288,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,Brazil,South America
4232,9/2/2023,Cust-164,3005,Smartwatch,Accessories,1,200,200,Credit Card,Pending,Australia,Australia
4233,3/6/2023,Cust-591,3005,Smartwatch,Accessories,5,200,1000,PayPal,Completed,USA,North America
4234,11/18/2023,Cust-423,3002,Headphones,Accessories,1,50,50,PayPal,Failed,Canada,North America
4235,9/14/2023,Cust-151,3003,Smartphone,Electronics,3,700,2100,PayPal,Completed,Germany,Europe
4236,10/29/2023,Cust-524,3002,Headphones,Accessories,4,50,200,Bank Transfer,Failed,Canada,North America
4237,3/28/2023,Cust-517,3005,Smartwatch,Accessories,2,200,400,Credit Card,Completed,Canada,North America
4238,7/4/2023,Cust-363,3001,Laptop,Electronics,5,1000,5000,Credit Card,Failed,France,Europe
4239,6/6/2023,Cust-13,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,Canada,North America
4240,9/19/2023,Cust-882,3003,Smartphone,Electronics,2,700,1400,PayPal,Completed,Japan,Asia
4241,6/15/2023,Cust-667,3002,Headphones,Accessories,2,50,100,Bank Transfer,Failed,South Africa,Africa
4242,1/27/2023,Cust-882,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,Brazil,South America
4243,3/30/2023,Cust-959,3004,Tablet,Electronics,1,300,300,PayPal,Pending,South Africa,Africa
4244,9/2/2023,Cust-111,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,Japan,Asia
4245,12/11/2023,Cust-364,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Completed,South Africa,Africa
4246,12/14/2023,Cust-7,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Completed,Canada,North America
4247,11/29/2023,Cust-827,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,France,Europe
4248,10/22/2023,Cust-913,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Completed,Australia,Australia
4249,5/12/2023,Cust-447,3001,Laptop,Electronics,3,1000,3000,Credit Card,Pending,Australia,Australia
4250,5/31/2023,Cust-492,3001,Laptop,Electronics,4,1000,4000,PayPal,Pending,Canada,North America
4251,10/26/2023,Cust-517,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Completed,South Africa,Africa
4252,1/29/2023,Cust-103,3001,Laptop,Electronics,4,1000,4000,PayPal,Failed,France,Europe
4253,2/18/2023,Cust-630,3005,Smartwatch,Accessories,1,200,200,Credit Card,Failed,UK,Europe
4254,6/2/2023,Cust-78,3004,Tablet,Electronics,4,300,1200,PayPal,Completed,South Africa,Africa
4255,8/18/2023,Cust-353,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Failed,Brazil,South America
4256,5/24/2023,Cust-955,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,Australia,Australia
4257,6/4/2023,Cust-963,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Completed,India,Asia
4258,5/4/2023,Cust-591,3002,Headphones,Accessories,2,50,100,Credit Card,Completed,Japan,Asia
4259,7/7/2023,Cust-311,3001,Laptop,Electronics,3,1000,3000,Credit Card,Completed,India,Asia
4260,4/12/2023,Cust-146,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Pending,Australia,Australia
4261,4/1/2023,Cust-383,3001,Laptop,Electronics,1,1000,1000,PayPal,Completed,USA,North America
4262,8/20/2023,Cust-102,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Completed,Australia,Australia
4263,2/10/2023,Cust-323,3004,Tablet,Electronics,3,300,900,PayPal,Pending,Brazil,South America
4264,1/22/2023,Cust-638,3004,Tablet,Electronics,4,300,1200,Credit Card,Completed,South Africa,Africa
